installation_id,latitude,longitude
CZ_178,50.14183449999999,14.5159869
CZ_174,49.0259559,17.6340333
CZ_176,50.0706308,12.3666082
CZ_175,50.0742491,12.3591903
CZ_169,49.2903896,14.1522941
CZ_421,49.7963502,18.3031154
CZ_166,49.2095156,15.8995199
CZ_420,49.7084437,18.0571664
CZ_165,50.6108751,15.6243882
CZ_186,49.4396992,14.3844928
CZ_187,49.5553483,15.9311146
CZ_423,49.7963502,18.3031154
CZ_189,50.3587651,16.1320387
CZ_197,50.70063649999999,14.8052615
CZ_196,49.3992365,17.6740211
CZ_195,49.4018951,17.6615348
CZ_427,49.0503474,16.9475815
CZ_193,50.3607389,13.8150432
CZ_192,50.22045500000001,14.4074204
CZ_194,49.2933764,17.3807091
CZ_215,49.84030509999999,18.3288427
CZ_214,49.5885538,17.2949883
CZ_216,49.85044269999999,18.2687884
CZ_217,49.8708405,18.5071285
CZ_212,49.5836776,17.2382219
CZ_211,49.5508332,17.9751081
CZ_213,49.5846634,17.3091229
CZ_208,49.4238598,15.2209107
CZ_210,49.7957419,18.2268796
CZ_207,49.3888119,13.2927917
CZ_209,49.8300264,18.210927
CZ_205,49.22895459999999,16.6348106
CZ_199,50.3114205,13.5657621
CZ_201,49.2238575,16.6061123
CZ_202,49.20346019999999,16.6309913
CZ_204,49.9558246,15.8009163
CZ_203,49.9293411,17.9298143
CZ_206,50.1525007,16.0800053
CZ_233,50.4315043,14.289633
CZ_232,49.6088379,16.6921285
CZ_235,49.5981829,17.9996683
CZ_236,48.8709377,17.1506997
CZ_237,50.2107789,12.7427372
CZ_238,50.6664161,13.7949143
CZ_234,50.55491199999999,13.6040808
CZ_258,50.6856806,14.5585095
CZ_257,50.6856806,14.5585095
CZ_259,48.7730603,14.2851033
CZ_254,49.9788618,15.8412404
CZ_255,49.4757689,17.9874814
CZ_256,50.069238,15.9925068
CZ_253,50.1688323,13.4227036
CZ_251,49.5098791,14.1655127
CZ_247,49.84537630000001,16.2797299
CZ_252,49.6842696,18.6485017
CZ_245,48.9692252,14.4857731
CZ_246,49.8752711,14.9069092
CZ_249,49.15815,14.2711189
CZ_248,48.8370397,16.4927372
CZ_250,49.2192817,14.4099806
CZ_272,49.8805056,16.2910839
CZ_271,49.1725803,16.7266812
CZ_273,50.4552897,14.3714504
CZ_274,50.4597331,14.3692923
CZ_270,49.5612636,17.7566051
CZ_290,48.73203090000001,16.905384
CZ_291,49.0185906,15.894895
CZ_287,50.005577,14.987927
CZ_289,49.7333668,13.3840466
CZ_293,49.1999478,14.6933805
CZ_288,49.0092073,17.0474115
CZ_286,49.1992726,16.2015641
CZ_292,50.2124943,16.2632335
CZ_285,49.65941369999999,14.0550084
CZ_283,49.9055,14.03428
CZ_284,49.6665457,15.4152079
CZ_282,48.7654213,14.9606704
CZ_276,49.8592747,16.948318
CZ_278,49.585933,18.0952004
CZ_275,49.2991346,13.6679517
CZ_280,49.7184008,18.2948698
CZ_269,49.4945856,12.9903716
CZ_279,50.5985017,13.751164
CZ_277,50.4835333,14.0284401
CZ_281,49.0060188,14.004056
CZ_1,50.1000424,13.7252609
CZ_310,50.0811904,14.5519299
CZ_14,49.4770098,16.2104661
CZ_13,49.955858,16.1539277
CZ_313,48.89274320000001,14.6508657
CZ_15,48.98472659999999,14.5066679
CZ_25,49.9188694,17.9609605
CZ_24,49.69273949999999,18.332284
CZ_322,49.4661742,15.600507
CZ_323,49.85007820000001,13.3774001
CZ_22,50.061129,15.7278158
CZ_23,50.24251839999999,12.883868
CZ_335,48.74066939999999,16.8635279
CZ_32,49.2556588,15.7793481
CZ_31,49.389214,13.0389072
CZ_58,49.81444279999999,18.3304131
CZ_59,49.4628677,18.0882737
CZ_57,49.9584868,12.6925135
CZ_56,49.2097047,17.5714264
CZ_54,49.7945151,18.5073169
CZ_55,49.8243679,18.4228834
CZ_49,49.91264779999999,17.3737961
CZ_51,50.1743635,13.771752
CZ_50,49.4125482,14.6874939
CZ_52,49.8130756,18.2557585
CZ_53,49.9617032,17.8693471
CZ_68,49.7006209,18.3140847
CZ_352,49.3428944,17.3043891
CZ_67,49.85872939999999,18.4801866
CZ_354,49.7007038,14.8953444
CZ_353,50.7579104,15.0594181
CZ_65,49.7528712,13.3991204
CZ_349,49.8087635,18.2624697
CZ_66,49.82872,18.4780901
CZ_350,50.06210249999999,14.428783
CZ_348,49.7274296,16.2318082
CZ_372,50.179975,12.6605389
CZ_371,50.3668102,14.9636099
CZ_90,50.1636393,14.5143621
CZ_103,49.4240988,15.5995239
CZ_104,49.9722568,16.4068267
CZ_100,50.7810304,14.1491037
CZ_101,50.7736718,14.2184835
CZ_99,50.7675691,14.1937072
CZ_102,49.1807727,15.2943722
CZ_96,49.897113,18.3569783
CZ_375,49.1433398,15.0349911
CZ_95,49.8791574,14.2766955
CZ_374,50.2262717,12.1898091
CZ_94,49.6859084,14.0075369
CZ_386,50.2384849,12.712963
CZ_383,49.2156922,16.5013577
CZ_93,49.5205637,13.2430089
CZ_112,50.5220445,13.5737547
CZ_385,49.9500947,16.1782128
CZ_384,49.1233465,16.3365329
CZ_113,50.6640837,13.8232119
CZ_120,50.0293085,15.4498576
CZ_394,50.1101255,14.4021951
CZ_393,50.4297248,13.2592069
CZ_392,49.88869529999999,17.8707724
CZ_119,50.046177,14.4599022
CZ_118,49.90536669999999,18.4647067
CZ_132,49.3423631,17.2079123
CZ_133,49.3418139,17.2059716
CZ_395,50.1609162,16.2876307
CZ_121,50.0433092,14.4388741
CZ_396,49.6273493,16.522025
CZ_401,50.1523196,14.1254808
CZ_399,48.8330732,14.3454072
CZ_128,50.15008479999999,12.609539
CZ_400,49.4913444,17.1338723
CZ_129,50.3809443,13.3362428
CZ_398,49.1757613,16.5708322
CZ_397,50.7410696,15.1470604
CZ_127,50.3759918,13.2713221
CZ_126,50.3759918,13.2713221
CZ_125,50.5738041,15.9611825
CZ_141,49.2278156,16.6157127
CZ_140,50.7255499,15.1469259
CZ_409,50.6405412,13.8011176
CZ_142,49.1965932,16.6234208
CZ_410,49.7963502,18.3031154
CZ_139,50.7255499,15.1469259
CZ_408,49.9346087,15.2852769
CZ_149,49.479897,17.968797
CZ_414,50.3702961,14.4655803
CZ_151,50.6458676,13.9850035
CZ_150,50.6458676,13.9850035
CZ_146,49.3049027,14.1336217
CZ_147,49.4381829,15.2176356
CZ_413,50.0264097,15.8199357
CZ_148,49.9231541,15.4690505
CZ_160,49.7096959,17.0713059
CZ_161,49.4744722,17.1384009
CZ_159,49.99242599999999,16.8847182
CZ_158,50.2534642,17.4980571
CZ_156,50.75761379999999,14.5555639
CZ_157,50.2119681,16.3023424
CZ_417,50.1276348,16.1658224
CZ_154,50.0300067,14.457062
CZ_415,49.9061469,18.3721059
CZ_416,49.17086310000001,14.5812699
CZ_152,49.0764062,17.4783856
CZ_153,50.2201782,15.816345
CZ_155,50.7645154,14.5429305
CZ_202753,50.2553041,14.3233625
CZ_202610,50.7648734,14.2038045
CZ_202156,49.4493908,17.435652
CZ_205510,50.12421190000001,14.250708
CZ_205323,49.4623673,17.1435762
CZ_205490,49.6897629,18.6470494
CZ_202754,50.2553041,14.3233625
CZ_202755,50.2553041,14.3233625
CZ_204801,49.9668606,14.5749125
CZ_203591,49.888535,18.3511474
CZ_203599,49.6579355,18.4536839
CZ_207543,48.7800121,14.2975837
CZ_207422,48.85635329999999,17.1248179
CZ_210084,50.7995123,14.4379167
CZ_216561,50.3729282,13.6067821
CZ_213780,49.9672964,14.5763381
CZ_212941,49.83490579999999,18.2325933
CZ_208023,50.401964,13.2227498
CZ_206785,50.1442604,14.1456332
CZ_206784,49.8188573,18.2716903
CZ_206782,50.5775788,13.7812704
CZ_205946,50.658656,13.8089325
CZ_202028,48.94572369999999,17.3843988
CZ_202027,50.4588301,13.4243165
CZ_201994,50.1470429,14.1023077
CZ_201951,49.4898812,17.9599024
CZ_201865,49.83490579999999,18.2325933
CZ_201588,49.897113,18.3569783
CZ_201279,50.41805369999999,13.6874593
CZ_162,49.6693553,17.8303563
CZ_412,49.3009433,16.98151
CZ_144,50.2997832,12.9489772
CZ_145,50.623819,15.4978816
CZ_143,49.2161924,16.6054776
CZ_411,50.68216469999999,13.9203959
CZ_130,50.0433092,14.4388741
CZ_131,50.0836977,14.4227065
CZ_407,48.98472659999999,14.5066679
CZ_405,50.6720035,13.8734803
CZ_136,49.7131298,15.677918
CZ_137,49.31208,16.5375552
CZ_138,50.0803768,14.4221397
CZ_406,49.0170529,16.5366998
DK_289,55.671326,12.5831309
DK_290,55.671326,12.5831309
DK_401,56.14356249999999,9.1608469
DK_104,56.4773241,8.7930593
DK_70,56.4237249,10.9048413
DK_82,56.4857278,10.0200213
DK_12,55.8174218,12.3692846
DK_260,56.24759539999999,10.0309457
DK_402,56.421226,10.894982
DK_132,55.0427359,9.420096
DK_130,55.0427359,9.420096
DK_62,55.7847492,12.5238321
DK_368,55.516458,9.6241525
DK_367,55.7377378,12.5473185
DK_363,55.2372986,9.2775078
DK_366,55.4610029,12.1921941
DK_359,55.2674099,10.2894745
DK_352,55.6459309,12.1747868
DK_328,54.9087334,9.6620725
DK_144,55.50151109999999,8.4563705
DK_137,55.7234264,9.1002427
DK_326,57.53836279999999,10.2014797
DK_327,55.643551,12.388494
DK_325,56.4804129,9.1719716
DK_135,56.54413,8.2995821
DK_136,55.7234264,9.1002427
DK_324,57.3242078,10.426805
DK_139,56.2033225,8.7631844
DK_319,54.9181721,9.6732033
DK_320,54.90924829999999,9.6053433
DK_316,55.478421,12.185293
DK_321,54.929341,9.6081095
DK_311,56.65701,8.201125
DK_312,56.4214497,10.909152
DK_190,56.02636529999999,12.5751042
DK_184,56.2824142,9.4319367
DK_181,54.9476635,9.8778865
DK_182,54.8889584,9.6765078
DK_183,57.4798676,10.1959358
DK_185,55.2568899,9.9090452
DK_245,55.6853646,12.3836637
DK_240,55.09527199999999,14.712392
DK_239,55.61422349999999,9.3103931
DK_238,55.7031138,9.3806331
DK_19,55.48236499999999,9.016723
DK_13,54.779503,11.5104847
DK_274,57.72136059999999,10.5980457
DK_14,55.786635,12.3725399
DK_275,57.1240619,8.621763
DK_101,55.2417178,9.3096085
DK_9,56.2491238,10.0763681
DK_10,55.97645,9.622538
DK_11,55.8135698,12.3894359
DK_2,55.6214824,12.4374079
DK_58,56.9594651,9.2634456
DK_63,57.34090989999999,10.2386103
DK_41,55.6490514,12.5352729
DK_40,55.8316556,11.9964968
DK_87,55.765037,8.915386999999999
DK_88,55.7615415,8.932884
DK_30,57.20585269999999,9.6739983
DK_380,57.0683684,9.956432
DK_29,55.4608207,9.8753046
DK_127,54.9130328,9.8137015
DK_395,55.6490514,12.5352729
DK_392,56.1618334,9.1929398
DK_390,56.27026679999999,8.8052356
DK_389,56.2664932,8.7940009
DK_370,55.6928897,12.547805
DK_73,56.12145599999999,9.007074099999999
DK_237,55.50323479999999,9.7287936
DK_362,55.386459,10.366997
DK_60,55.5137411,10.4011583
DK_80,55.4561578,8.4551076
DK_76,55.51603309999999,9.6239982
DK_273,55.7358708,9.5693008
DK_241,55.70715569999999,12.4213754
DK_242,55.7188296,12.3636958
DK_86,55.852248,9.8583695
DK_280,56.04965809999999,8.6683179
DK_282,56.3490276,8.609879099999999
DK_281,56.0849625,8.630225099999999
DK_69,55.427903,10.4053463
DK_250,55.75267239999999,12.449646
DK_78,57.0725431,10.0424874
DK_375,55.8686829,12.4910977
DK_148,56.6442765,9.7923314
DK_408,56.05726629999999,12.2969187
DK_52,55.6515005,12.5443848
DK_301,55.3621669,10.3761
DK_302,55.3621669,10.3761
DK_409,56.1103082,12.3264813
DK_279,56.974412,9.844707
DK_45,55.6515005,12.5443848
DK_411,54.99469269999999,11.8852428
DK_413,55.6515005,12.5443848
DK_226,55.505962,11.284761
DK_169,56.150991,10.212222
DK_399,55.20776499999999,11.729832
DK_196,55.664182,12.394128
DK_124,55.56718369999999,9.759879
DK_125,55.5676988,9.7188382
DK_44,55.6515005,12.5443848
DK_100,55.095201,10.248157
DK_410,56.74778939999999,8.4196712
DK_341,55.643551,12.388494
DK_266,56.8399788,9.0530496
DK_270,55.7997373,9.6710554
DK_188,57.3186657,10.5007626
DK_67,56.1843454,10.6861725
DK_194,57.45591319999999,9.9913015
DK_192,57.46107970000001,9.9786912
DK_193,57.4540043,10.0319461
DK_333,54.908074,9.6567551
DK_338,56.638489,9.8158913
